"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.700128750E0,-2.504754227E-1,3.750695567E-2,8.486220489E-1,8.856094461E-1
2.710057750E0,1.350899774E-1,2.189498672E-1,6.407769214E-1,6.904950465E-1
2.719986750E0,1.944433093E-1,5.203402126E-1,3.349833302E-1,6.486724666E-1
2.729915750E0,-1.389298439E-3,8.241916510E-1,4.995744109E-2,8.257054885E-1
2.739845750E0,-2.917246056E-1,1.146232608E0,-2.246693212E-1,1.203922232E0
2.749774750E0,-5.440401471E-1,1.467342981E0,-6.181163295E-1,1.682600042E0
2.759703750E0,-7.506585288E-1,1.654084630E0,-1.001494798E0,2.074241071E0
2.769632750E0,-1.030646018E0,1.681689335E0,-1.356997250E0,2.394107719E0
2.779562750E0,-1.337227814E0,1.594526353E0,-1.699020774E0,2.686515235E0
2.789491750E0,-1.610503285E0,1.565578542E0,-2.061089723E0,3.048417270E0
2.799420750E0,-1.954960420E0,1.540020070E0,-2.322001256E0,3.403707081E0
2.809349750E0,-2.085610607E0,1.289351982E0,-2.426818444E0,3.449876505E0
2.819279750E0,-2.027819651E0,1.053743397E0,-2.483775587E0,3.375139827E0
2.829208750E0,-1.911101625E0,8.749767655E-1,-2.551955291E0,3.306110943E0
2.839137750E0,-1.765552733E0,7.280488077E-1,-3.026574955E0,3.578741046E0
2.849067167E0,-1.328013187E0,6.447455728E-1,-4.444647542E0,4.683397021E0
2.858997167E0,-8.890831733E-1,5.882658550E-1,-4.757619760E0,4.875599592E0
2.868926167E0,-9.425033355E-1,7.058422521E-1,-4.359561199E0,4.515783395E0
2.878855167E0,-7.825357944E-1,1.043337108E0,-3.994491459E0,4.202008640E0
2.888784167E0,-1.113958901E-1,1.312519820E0,-3.409284575E0,3.654906105E0
2.898714167E0,7.570811105E-1,1.499136046E0,-2.635485106E0,3.125117987E0
2.908643167E0,1.836708670E0,1.783424455E0,-1.856319062E0,3.162281136E0
2.918572167E0,2.864749169E0,2.311232439E0,-1.242598815E0,3.884924067E0
2.928501167E0,3.534523748E0,2.932952554E0,-7.536979115E-1,4.654366697E0
2.938431167E0,3.579399959E0,3.445150226E0,-3.852625144E-1,4.982929997E0
2.948360167E0,3.049653915E0,3.750771909E0,-2.042087076E-1,4.838427442E0
2.958289167E0,2.251255209E0,3.831094234E0,-2.320256666E-1,4.449636946E0
2.968218167E0,1.760471503E0,3.743740340E0,-5.041136044E-1,4.167611087E0
2.978148167E0,1.918086709E0,3.418738938E0,-9.649320853E-1,4.037069045E0
2.988077167E0,2.337985790E0,2.934304430E0,-1.342102053E0,3.984665351E0
2.998006167E0,2.760371107E0,2.620963838E0,-1.473444550E0,4.081683345E0
3.007935167E0,3.312462870E0,2.506079499E0,-1.417637554E0,4.388911135E0
3.017865167E0,3.861204763E0,2.455976754E0,-1.226238306E0,4.737550466E0
3.027794167E0,4.073465708E0,2.172752831E0,-1.055135912E0,4.735745932E0
3.037723167E0,3.452488482E0,1.612265051E0,-1.091151252E0,3.963544672E0
3.047652167E0,2.447736858E0,1.017374885E0,-1.120970882E0,2.878027641E0
3.057582167E0,1.164651922E0,3.343812132E-1,-1.070863168E0,1.617087759E0
3.067511167E0,-3.836299717E-2,-3.941312787E-1,-8.484081870E-1,9.362732701E-1
3.077440167E0,-8.775583112E-1,-1.063682787E0,-5.469906521E-1,1.483485232E0
3.087369167E0,-1.347061661E0,-1.660338227E0,-2.172556182E-1,2.149069136E0
3.097299167E0,-1.416230714E0,-2.224917011E0,1.726156533E-1,2.643059081E0
3.107228167E0,-1.036435931E0,-2.655577600E0,4.954088910E-1,2.893392784E0
3.117157167E0,-7.550340003E-1,-3.078427479E0,6.959297597E-1,3.245167224E0
3.127086167E0,-3.539530134E-1,-3.437478972E0,8.726852417E-1,3.564144210E0
3.137016167E0,2.852575850E-1,-3.709064305E0,1.079171476E0,3.873388824E0
3.146945167E0,7.749852848E-1,-3.822378959E0,1.218206570E0,4.085977281E0
3.156874167E0,1.224478294E0,-3.681376277E0,1.424596910E0,4.132959562E0
3.166803167E0,1.548562560E0,-3.513962014E0,1.789868964E0,4.236697529E0
