"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.914738875E0,-7.041096490E-1,-3.345294401E0,-4.854081861E0,5.937076363E0
2.924816875E0,6.456163694E-1,-3.159268159E0,-4.470105734E0,5.511772952E0
2.934893875E0,8.696499521E-1,-2.934402956E0,-2.852806231E0,4.183959266E0
2.944971875E0,2.569933140E-1,-2.609975458E0,-1.631806446E0,3.088820119E0
2.955049875E0,-5.540362546E-1,-2.507932774E0,-6.686630237E-1,2.654014546E0
2.965126875E0,-1.361097610E0,-2.608065172E0,3.200742459E-1,2.959229321E0
2.975204875E0,-1.787522915E0,-2.579348327E0,1.115684999E0,3.330619909E0
2.985282875E0,-1.831817766E0,-2.496589760E0,1.522486317E0,3.450576958E0
2.995360875E0,-1.632636750E0,-2.449847703E0,2.028325435E0,3.575102879E0
3.005437875E0,-1.558744755E0,-2.562518286E0,2.351018064E0,3.810967215E0
3.015515875E0,-1.128986392E0,-2.388829669E0,2.534005508E0,3.660915374E0
3.025593875E0,-5.075716478E-1,-2.151785300E0,2.451500126E0,3.301160678E0
3.035670875E0,-2.663846733E-1,-1.936758623E0,2.387703495E0,3.085955725E0
3.045748875E0,-1.731487732E-1,-1.239305078E0,2.455712460E0,2.756153345E0
3.055826875E0,-4.048476170E-1,-4.020685816E-1,2.630238984E0,2.691415584E0
3.065903875E0,-6.583199570E-1,5.339841056E-1,2.892907605E0,3.014537876E0
3.075981875E0,-7.634167148E-1,6.786149848E-1,2.904871008E0,3.079220511E0
3.086059875E0,-2.489210135E-1,1.558631465E0,2.647336242E0,3.082155560E0
3.096137875E0,-6.373428516E-1,1.289079502E0,2.268593373E0,2.685972406E0
3.106214875E0,-1.263675981E0,5.539581943E-1,1.681406622E0,2.175057446E0
3.116292875E0,-8.435029578E-1,3.592336339E-1,9.342564225E-1,1.308961843E0
3.126370875E0,1.930635126E-1,6.963525134E-1,1.811021559E-1,7.449686797E-1
3.136447875E0,4.705175498E-1,5.747514778E-1,-3.168945301E-1,8.075569139E-1
3.146525875E0,5.234664995E-1,2.788174617E-1,-2.902029408E-1,6.602833482E-1
3.156603875E0,4.970329186E-1,8.664988875E-2,3.858226776E-2,5.060024870E-1
3.166680875E0,4.727972330E-1,2.121054089E-1,3.061861586E-1,6.018935884E-1
3.176758875E0,7.290049736E-1,8.148270428E-1,4.779024370E-1,1.193223408E0
3.186836875E0,6.942248578E-1,1.879637173E0,5.448741062E-1,2.076504719E0
